"Cancer","Gene","correlation"
"Pancreatic Cancer","TMEM207",-0.000970978538046323
"Pancreatic Cancer","PRKCE",-0.000970978538046323
"Pancreatic Cancer","PGLS",-0.000970978538046323
"Pancreatic Cancer","GSTZ1",-0.000970978538046323
"Pancreatic Cancer","ZDHHC14",-0.000970978538046323
"Pancreatic Cancer","DRAM2",-0.000970978538046323
"Pancreatic Cancer","FPR3",-0.000970978538046323
"Pancreatic Cancer","STOML1",-0.000970978538046323
"Pancreatic Cancer","MFHAS1",-0.000970978538046323
"Pancreatic Cancer","PPP1R3B",-0.000970978538046323
"Pancreatic Cancer","CLDN16",-0.000970978538046323
"Pancreatic Cancer","CLDN17",-0.000970978538046323
"Pancreatic Cancer","CLDN22",-0.000970978538046323
"Pancreatic Cancer","ZKSCAN1",-0.000970978538046323
"Pancreatic Cancer","GPR35",-0.000970978538046323
"Pancreatic Cancer","PTENP1",-0.000970978538046323
"Pancreatic Cancer","CUBN",-0.000970978538046323
"Pancreatic Cancer","FEZF1",-0.000970978538046323
"Pancreatic Cancer","ADD1",-0.000970978538046323
"Pancreatic Cancer","MYT1L",-0.000970978538046323
"Pancreatic Cancer","ZNF664",-0.000970978538046323
"Pancreatic Cancer","CASZ1",-0.000970978538046323
"Pancreatic Cancer","MYO5A",-0.000970978538046323
"Pancreatic Cancer","LARP7",-0.000970978538046323
"Pancreatic Cancer","7SK",-0.000970978538046323
"Pancreatic Cancer","AFF3",-0.000970978538046323
"Pancreatic Cancer","HNRNPA0",-0.000970978538046323
"Pancreatic Cancer","HELLS",-0.000970978538046323
"Pancreatic Cancer","PCDH8",-0.000970978538046323
"Pancreatic Cancer","RASSF6",-0.000970978538046323
"Pancreatic Cancer","SP2",-0.000970978538046323
"Pancreatic Cancer","RPL34",-0.000970978538046323
"Pancreatic Cancer","CALD1",-0.000970978538046323
"Pancreatic Cancer","ARID5B",-0.000970978538046323
"Pancreatic Cancer","CRIM1",-0.000970978538046323
"Pancreatic Cancer","CALCA",-0.000970978538046323
"Pancreatic Cancer","EIF4G2",-0.000970978538046323
"Pancreatic Cancer","SAE1",-0.000970978538046323
"Pancreatic Cancer","DEFB1",-0.000970978538046323
"Pancreatic Cancer","LMO1",-0.000970978538046323
"Pancreatic Cancer","PVRL3",-0.000970978538046323
"Pancreatic Cancer","ZFP64",-0.000970978538046323
"Pancreatic Cancer","PGA5",-0.000970978538046323
"Pancreatic Cancer","STAR",-0.000970978538046323
"Pancreatic Cancer","TLN2",-0.000970978538046323
"Pancreatic Cancer","JAM3",-0.000970978538046323
"Pancreatic Cancer","ADAM29",-0.000970978538046323
"Pancreatic Cancer","DPYSL2",-0.000970978538046323
"Pancreatic Cancer","ANO5",-0.000970978538046323
"Pancreatic Cancer","TAOK1",-0.000970978538046323
"Pancreatic Cancer","PPP2R5E",-0.000970978538046323
"Pancreatic Cancer","AHCYL1",-0.000970978538046323
"Pancreatic Cancer","TBCA",-0.000970978538046323
"Pancreatic Cancer","IFI27",-0.000970978538046323
"Pancreatic Cancer","GNAI3",-0.000970978538046323
"Pancreatic Cancer","CHRNE",-0.000970978538046323
"Pancreatic Cancer","ARID3A",-0.000970978538046323
"Pancreatic Cancer","ARID3C",-0.000970978538046323
"Pancreatic Cancer","MS4A1",-0.000970978538046323
"Pancreatic Cancer","FCRL3",-0.000970978538046323
"Pancreatic Cancer","FCER2",-0.000970978538046323
"Pancreatic Cancer","HOXD4",-0.000970978538046323
"Pancreatic Cancer","DDAH1",-0.000970978538046323
"Pancreatic Cancer","ZNF610",-0.000970978538046323
"Pancreatic Cancer","ATG9B",-0.000970978538046323
"Pancreatic Cancer","ATG2B",-0.000970978538046323
"Pancreatic Cancer","PRDX4",-0.000970978538046323
"Pancreatic Cancer","PDXK",-0.000970978538046323
"Pancreatic Cancer","SLC4A2",-0.000970978538046323
"Pancreatic Cancer","MUSK",-0.000970978538046323
"Pancreatic Cancer","BCL7A",-0.000970978538046323
"Pancreatic Cancer","SMARCD2",-0.000970978538046323
"Pancreatic Cancer","GCGR",-0.000970978538046323
"Pancreatic Cancer","MKNK2",-0.000970978538046323
"Pancreatic Cancer","OXTR",-0.000970978538046323
"Pancreatic Cancer","OPRK1",-0.000970978538046323
"Pancreatic Cancer","GIPR",-0.000970978538046323
"Pancreatic Cancer","BRS3",-0.000970978538046323
"Pancreatic Cancer","PLCB3",-0.000970978538046323
"Pancreatic Cancer","SLC30A8",-0.000970978538046323
"Pancreatic Cancer","INHBE",-0.000970978538046323
"Pancreatic Cancer","ASH1L",-0.000970978538046323
"Pancreatic Cancer","APOA1BP",-0.000970978538046323
"Pancreatic Cancer","IQGAP3",-0.000970978538046323
"Pancreatic Cancer","SCAMP3",-0.000970978538046323
"Pancreatic Cancer","DTNB",-0.000970978538046323
"Pancreatic Cancer","GABRA3",-0.000970978538046323
"Pancreatic Cancer","FHL3",-0.000970978538046323
"Pancreatic Cancer","GPR78",-0.000970978538046323
"Pancreatic Cancer","DPAGT1",-0.000970978538046323
"Pancreatic Cancer","CCAR1",-0.000970978538046323
"Pancreatic Cancer","AVP",-0.000970978538046323
"Pancreatic Cancer","FDPS",-0.000970978538046323
"Pancreatic Cancer","KREMEN1",-0.000970978538046323
"Pancreatic Cancer","GGCX",-0.000970978538046323
"Pancreatic Cancer","ABCD2",-0.000970978538046323
"Pancreatic Cancer","BET1",-0.000970978538046323
"Pancreatic Cancer","EAF1",-0.000970978538046323
"Pancreatic Cancer","HMBOX1",-0.000970978538046323
"Pancreatic Cancer","DNAJC12",-0.000970978538046323
"Pancreatic Cancer","HLA-G",-0.000970978538046323
"Pancreatic Cancer","MBD3",-0.000970978538046323
"Pancreatic Cancer","LHFPL1",-0.000970978538046323
"Pancreatic Cancer","GRAP2",-0.000970978538046323
"Pancreatic Cancer","PNLIPRP3",-0.000970978538046323
"Pancreatic Cancer","ACSS1",-0.000970978538046323
"Pancreatic Cancer","RETNLB",-0.000970978538046323
"Pancreatic Cancer","ANAPC11",-0.000970978538046323
"Pancreatic Cancer","CCNF",-0.000970978538046323
"Pancreatic Cancer","MIR185",-0.000970978538046323
"Pancreatic Cancer","SETD7",-0.000970978538046323
"Pancreatic Cancer","PPP2CA",-0.000970978538046323
"Pancreatic Cancer","EPHA6",-0.000970978538046323
"Pancreatic Cancer","GLYATL2",-0.000970978538046323
"Pancreatic Cancer","GLYATL1",-0.000970978538046323
"Pancreatic Cancer","RPGRIP1L",-0.000970978538046323
"Pancreatic Cancer","TSC22D1",-0.000970978538046323
"Pancreatic Cancer","UBA2",-0.000970978538046323
"Pancreatic Cancer","ZNF185",-0.000970978538046323
"Pancreatic Cancer","UBE4B",-0.000970978538046323
"Pancreatic Cancer","TMPRSS6",-0.000970978538046323
"Pancreatic Cancer","ATP5F1",-0.000970978538046323
"Pancreatic Cancer","TPTE",-0.000970978538046323
"Pancreatic Cancer","PACRG",-0.000970978538046323
"Pancreatic Cancer","VSX2",-0.000970978538046323
"Pancreatic Cancer","OTUD7B",-0.000970978538046323
"Pancreatic Cancer","SMG1",-0.000970978538046323
"Pancreatic Cancer","PDE5A",-0.000970978538046323
"Pancreatic Cancer","ASTE1",-0.000970978538046323
"Pancreatic Cancer","SOCS7",-0.000970978538046323
"Pancreatic Cancer","MIR16-1",-0.000970978538046323
"Pancreatic Cancer","TKTL2",-0.000970978538046323
"Pancreatic Cancer","STARD8",-0.000970978538046323
"Pancreatic Cancer","TNS2",-0.000970978538046323
"Pancreatic Cancer","SCRIB",-0.000970978538046323
"Pancreatic Cancer","HNRNPU",-0.000970978538046323
"Pancreatic Cancer","TNFSF18",-0.000970978538046323
"Pancreatic Cancer","NME7",-0.000970978538046323
"Pancreatic Cancer","PEX1",-0.000970978538046323
"Pancreatic Cancer","MLC1",-0.000970978538046323
"Pancreatic Cancer","SRD5A1",-0.000970978538046323
"Pancreatic Cancer","HCP5",-0.000970978538046323
"Pancreatic Cancer","SNRPE",-0.000970978538046323
"Pancreatic Cancer","TRIM35",-0.000970978538046323
"Pancreatic Cancer","UROD",-0.000970978538046323
"Pancreatic Cancer","DGAT1",-0.000970978538046323
"Pancreatic Cancer","CSNK2B",-0.000970978538046323
"Pancreatic Cancer","IDH3B",-0.000970978538046323
"Pancreatic Cancer","BUD31",-0.000970978538046323
"Pancreatic Cancer","SMAD6",-0.000970978538046323
"Pancreatic Cancer","KCNJ10",-0.000970978538046323
"Pancreatic Cancer","SERTAD2",-0.000970978538046323
"Pancreatic Cancer","ARHGEF19",-0.000970978538046323
"Pancreatic Cancer","BRD3",-0.000970978538046323
"Pancreatic Cancer","TMEM45A",-0.000970978538046323
"Pancreatic Cancer","UBQLN3",-0.000970978538046323
"Pancreatic Cancer","SENP6",-0.000970978538046323
"Pancreatic Cancer","IKBKG",-0.000970978538046323
"Pancreatic Cancer","RAB4B",-0.000970978538046323
"Pancreatic Cancer","RAB24",-0.000970978538046323
"Pancreatic Cancer","GBA3",-0.000970978538046323
"Pancreatic Cancer","HMGN2",-0.000970978538046323
"Pancreatic Cancer","INHA",-0.000970978538046323
"Pancreatic Cancer","ACOX2",-0.000970978538046323
"Pancreatic Cancer","ACOX3",-0.000970978538046323
"Pancreatic Cancer","NDUFA9",-0.000970978538046323
"Pancreatic Cancer","AS3MT",-0.000970978538046323
"Pancreatic Cancer","KCTD2",-0.000970978538046323
"Pancreatic Cancer","ELAVL4",-0.000970978538046323
"Pancreatic Cancer","SLC15A2",-0.000970978538046323
"Pancreatic Cancer","SLC22A8",-0.000970978538046323
"Pancreatic Cancer","EBF1",-0.000970978538046323
"Pancreatic Cancer","LETM1",-0.000970978538046323
"Pancreatic Cancer","ZNF484",-0.000970978538046323
"Pancreatic Cancer","PHLDA2",-0.000970978538046323
"Pancreatic Cancer","FAM189B",-0.000970978538046323
"Pancreatic Cancer","ITIH4",-0.000970978538046323
"Pancreatic Cancer","PIK3IP1",-0.000970978538046323
"Pancreatic Cancer","HPD",-0.000970978538046323
"Pancreatic Cancer","DYNC1I1",-0.000970978538046323
"Pancreatic Cancer","ALG9",-0.000970978538046323
"Pancreatic Cancer","XRN2",-0.000970978538046323
"Pancreatic Cancer","HYOU1",-0.000970978538046323
"Pancreatic Cancer","POMT1",-0.000970978538046323
"Pancreatic Cancer","POMT2",-0.000970978538046323
"Pancreatic Cancer","KDELR1",-0.000970978538046323
"Pancreatic Cancer","SDF2",-0.000970978538046323
"Pancreatic Cancer","EDEM1",-0.000970978538046323
"Pancreatic Cancer","MCM9",-0.000970978538046323
"Pancreatic Cancer","ASF1A",-0.000970978538046323
"Pancreatic Cancer","MC1R",-0.000970978538046323
"Pancreatic Cancer","ITGB8",-0.000970978538046323
"Pancreatic Cancer","MCMBP",-0.000970978538046323
"Pancreatic Cancer","DAB2",-0.000970978538046323
"Pancreatic Cancer","BYSL",-0.000970978538046323
"Pancreatic Cancer","PRAP1",-0.000970978538046323
"Pancreatic Cancer","MCTP1",-0.000970978538046323
"Pancreatic Cancer","SYNGAP1",-0.000970978538046323
"Pancreatic Cancer","NR2F1",-0.000970978538046323
"Pancreatic Cancer","CTSS",-0.000970978538046323
"Pancreatic Cancer","MTA3",-0.000970978538046323
"Pancreatic Cancer","NDUFAF1",-0.000970978538046323
"Pancreatic Cancer","PROSP",-0.000970978538046323
"Pancreatic Cancer","MAFF",-0.000970978538046323
"Pancreatic Cancer","CNTFR",-0.000970978538046323
"Pancreatic Cancer","CNTF",-0.000970978538046323
"Pancreatic Cancer","HIST1H2BF",-0.000970978538046323
"Pancreatic Cancer","ZCCHC11",-0.000970978538046323
"Pancreatic Cancer","SAMHD1",-0.000970978538046323
"Pancreatic Cancer","PRDX3",-0.000970978538046323
"Pancreatic Cancer","NPAS1",-0.000970978538046323
"Pancreatic Cancer","APOBEC3A",-0.000970978538046323
"Pancreatic Cancer","MCM3",-0.000970978538046323
"Pancreatic Cancer","HLA-F",-0.000970978538046323
"Pancreatic Cancer","GAS7",-0.000970978538046323
"Pancreatic Cancer","COL6A2",-0.000970978538046323
"Pancreatic Cancer","STX17",-0.000970978538046323
"Pancreatic Cancer","SERPINB1",-0.000970978538046323
"Pancreatic Cancer","MT-CO3",-0.000970978538046323
"Pancreatic Cancer","TSHB",-0.000970978538046323
"Pancreatic Cancer","AMELY",-0.000970978538046323
"Pancreatic Cancer","OSBP",-0.000970978538046323
"Pancreatic Cancer","OSBP2",-0.000970978538046323
"Pancreatic Cancer","UBB",-0.000970978538046323
"Pancreatic Cancer","DENND2D",-0.000970978538046323
"Pancreatic Cancer","ITIH2",-0.000970978538046323
"Pancreatic Cancer","HMGN3",-0.000970978538046323
"Pancreatic Cancer","STAU2",-0.000970978538046323
"Pancreatic Cancer","ATF7",-0.000970978538046323
"Pancreatic Cancer","CDK13",-0.000970978538046323
"Pancreatic Cancer","CARM1",-0.000970978538046323
"Pancreatic Cancer","HSPA4",-0.000970978538046323
"Pancreatic Cancer","MIR503",-0.000970978538046323
"Pancreatic Cancer","LRRC1",-0.000970978538046323
"Pancreatic Cancer","ARF3",-0.000970978538046323
"Pancreatic Cancer","XAB2",-0.000970978538046323
"Pancreatic Cancer","PAGE4",-0.000970978538046323
"Pancreatic Cancer","HMGCS1",-0.000970978538046323
"Pancreatic Cancer","C1QTNF6",-0.000970978538046323
"Pancreatic Cancer","AMPD2",-0.000970978538046323
"Pancreatic Cancer","AMPD3",-0.000970978538046323
"Pancreatic Cancer","CYP4F2",-0.000970978538046323
"Pancreatic Cancer","CERS2",-0.000970978538046323
"Pancreatic Cancer","HIF3A",-0.000970978538046323
"Pancreatic Cancer","LTBP2",-0.000970978538046323
"Pancreatic Cancer","ITM2C",-0.000970978538046323
"Pancreatic Cancer","TDRD5",-0.000970978538046323
"Pancreatic Cancer","TDRD1",-0.000970978538046323
"Pancreatic Cancer","RGS17",-0.000970978538046323
"Pancreatic Cancer","RASSF9",-0.000970978538046323
"Pancreatic Cancer","SLC38A4",-0.000970978538046323
"Pancreatic Cancer","SLC7A2",-0.000970978538046323
"Pancreatic Cancer","PTPRH",-0.000970978538046323
"Pancreatic Cancer","IL1RAP",-0.000970978538046323
"Pancreatic Cancer","PTBP1",-0.000970978538046323
"Pancreatic Cancer","NKX2-8",-0.000970978538046323
"Pancreatic Cancer","NSD1",-0.000970978538046323
"Pancreatic Cancer","ERLIN2",-0.000970978538046323
"Pancreatic Cancer","DUSP21",-0.000970978538046323
"Pancreatic Cancer","GRIK1",-0.000970978538046323
"Pancreatic Cancer","RPS21",-0.000970978538046323
"Pancreatic Cancer","RPL13A",-0.000970978538046323
"Pancreatic Cancer","RPL4",-0.000970978538046323
"Pancreatic Cancer","RARRES3",-0.000970978538046323
"Pancreatic Cancer","PPM1K",-0.000970978538046323
"Pancreatic Cancer","NEK8",-0.000970978538046323
"Pancreatic Cancer","PEX7",-0.000970978538046323
"Pancreatic Cancer","F2",-0.000970978538046323
"Pancreatic Cancer","NUFIP1",-0.000970978538046323
"Pancreatic Cancer","FCN2",-0.000970978538046323
"Pancreatic Cancer","RAB15",-0.000970978538046323
"Pancreatic Cancer","CYB5B",-0.000970978538046323
"Pancreatic Cancer","SGF29",-0.000970978538046323
"Pancreatic Cancer","INTS3",-0.000970978538046323
"Pancreatic Cancer","CUL5",-0.000970978538046323
"Pancreatic Cancer","PTTG2",-0.000970978538046323
"Pancreatic Cancer","NOLC1",-0.000970978538046323
"Pancreatic Cancer","PPM1B",-0.000970978538046323
"Pancreatic Cancer","SOX11",-0.000970978538046323
"Pancreatic Cancer","CAMK2N1",-0.000970978538046323
"Pancreatic Cancer","LPAR6",-0.000970978538046323
"Pancreatic Cancer","CDK11A",-0.000970978538046323
"Pancreatic Cancer","PLAG1",-0.000970978538046323
"Pancreatic Cancer","BAAT",-0.000970978538046323
"Pancreatic Cancer","YTHDF2",-0.000970978538046323
"Pancreatic Cancer","RCOR3",-0.000970978538046323
"Pancreatic Cancer","IFNL4",-0.000970978538046323
"Pancreatic Cancer","GNG10",-0.000970978538046323
"Pancreatic Cancer","GNAZ",-0.000970978538046323
"Pancreatic Cancer","NKX2-2",-0.000970978538046323
"Pancreatic Cancer","RASD1",-0.000970978538046323
"Pancreatic Cancer","PALMD",-0.000970978538046323
"Pancreatic Cancer","HSPA4L",-0.000970978538046323
"Pancreatic Cancer","SERPINA6",-0.000970978538046323
"Pancreatic Cancer","LRRC24",-0.000970978538046323
"Pancreatic Cancer","TXK",-0.000970978538046323
"Pancreatic Cancer","SWI5",-0.000970978538046323
"Pancreatic Cancer","TYRP1",-0.000970978538046323
"Pancreatic Cancer","UBIAD1",-0.000970978538046323
"Pancreatic Cancer","SYAP1",-0.000970978538046323
"Pancreatic Cancer","USP18",-0.000970978538046323
"Pancreatic Cancer","SLC27A3",-0.000970978538046323
"Pancreatic Cancer","PSMC2",-0.000970978538046323
"Pancreatic Cancer","PSMD12",-0.000970978538046323
"Pancreatic Cancer","SEMA3E",-0.000970978538046323
"Pancreatic Cancer","NGB",-0.000970978538046323
"Pancreatic Cancer","GLDC",-0.000970978538046323
"Pancreatic Cancer","FAM9C",-0.000970978538046323
"Pancreatic Cancer","LITAF",-0.000970978538046323
"Pancreatic Cancer","CCL23",-0.000970978538046323
"Pancreatic Cancer","NFKBIZ",-0.000970978538046323
"Pancreatic Cancer","CROT",-0.000970978538046323
"Pancreatic Cancer","USP2",-0.000970978538046323
"Pancreatic Cancer","CHIT1",-0.000970978538046323
"Pancreatic Cancer","CNST",-0.000970978538046323
"Pancreatic Cancer","ATG4C",-0.000970978538046323
"Pancreatic Cancer","HADH",-0.000970978538046323
"Pancreatic Cancer","TIAM2",-0.000970978538046323
"Pancreatic Cancer","SENP2",-0.000970978538046323
"Pancreatic Cancer","E2F6",-0.000970978538046323
"Pancreatic Cancer","TSPYL2",-0.000970978538046323
"Pancreatic Cancer","VNN3",-0.000970978538046323
"Pancreatic Cancer","NANOS1",-0.000970978538046323
"Pancreatic Cancer","OXGR1",-0.000970978538046323
"Pancreatic Cancer","SRRM1",-0.000970978538046323
"Pancreatic Cancer","SERPINA10",-0.000970978538046323
"Pancreatic Cancer","GRIA2",-0.000970978538046323
"Pancreatic Cancer","MATN2",-0.000970978538046323
"Pancreatic Cancer","VKORC1",-0.000970978538046323
"Pancreatic Cancer","CLCN4",-0.000970978538046323
"Pancreatic Cancer","GNPDA1",-0.000970978538046323
"Pancreatic Cancer","SLC35F5",-0.000970978538046323
"Pancreatic Cancer","PCDH7",-0.000970978538046323
"Pancreatic Cancer","RASGRP3",-0.000970978538046323
"Pancreatic Cancer","OGDH",-0.000970978538046323
"Pancreatic Cancer","PCA3",-0.000970978538046323
"Pancreatic Cancer","TMEM9",-0.000970978538046323
"Pancreatic Cancer","PYCARD",-0.000970978538046323
"Pancreatic Cancer","DDX3Y",-0.000970978538046323
"Pancreatic Cancer","TST",-0.000970978538046323
"Pancreatic Cancer","CBX1",-0.000970978538046323
"Pancreatic Cancer","CCL14",-0.000970978538046323
"Pancreatic Cancer","TCEA2",-0.000970978538046323
"Pancreatic Cancer","ZNF689",-0.000970978538046323
"Pancreatic Cancer","MYH2",-0.000970978538046323
"Pancreatic Cancer","SLC40A1",-0.000970978538046323
"Pancreatic Cancer","ALAS2",-0.000970978538046323
"Pancreatic Cancer","RDH10",-0.000970978538046323
"Pancreatic Cancer","DHCR24",-0.000970978538046323
"Pancreatic Cancer","SGSM3",-0.000970978538046323
"Pancreatic Cancer","TUBA1B",-0.000970978538046323
"Pancreatic Cancer","PTGDS",-0.000970978538046323
"Pancreatic Cancer","PI4KA",-0.000970978538046323
"Pancreatic Cancer","GPR87",-0.000970978538046323
"Pancreatic Cancer","TCP10L",-0.000970978538046323
"Pancreatic Cancer","HLA-DPA1",-0.000970978538046323
"Pancreatic Cancer","ENO3",-0.000970978538046323
"Pancreatic Cancer","MTHFD2",-0.000970978538046323
"Pancreatic Cancer","SRP72",-0.000970978538046323
"Pancreatic Cancer","CNOT1",-0.000970978538046323
"Pancreatic Cancer","MACF1",-0.000970978538046323
"Pancreatic Cancer","PDE7A",-0.000970978538046323
"Pancreatic Cancer","ADAM21",-0.000970978538046323
"Pancreatic Cancer","PDE11A",-0.000970978538046323
"Pancreatic Cancer","MYOM1",-0.000970978538046323
"Pancreatic Cancer","LRFN2",-0.000970978538046323
"Pancreatic Cancer","SHARPIN",-0.000970978538046323
"Pancreatic Cancer","SHANK1",-0.000970978538046323
"Pancreatic Cancer","ARMC10",-0.000970978538046323
"Pancreatic Cancer","MARVELD1",-0.000970978538046323
"Pancreatic Cancer","SOX8",-0.000970978538046323
"Pancreatic Cancer","ST3GAL5",-0.000970978538046323
"Pancreatic Cancer","TSPO2",-0.000970978538046323
"Pancreatic Cancer","WRAP53",-0.000970978538046323
"Pancreatic Cancer","TALDO1",-0.000970978538046323
"Pancreatic Cancer","YOD1",-0.000970978538046323
"Pancreatic Cancer","HERPUD1",-0.000970978538046323
"Pancreatic Cancer","CRELD2",-0.000970978538046323
"Pancreatic Cancer","WFS1",-0.000970978538046323
"Pancreatic Cancer","HTR2B",-0.000970978538046323
"Pancreatic Cancer","SGTB",-0.000970978538046323
"Pancreatic Cancer","ZMPSTE24",-0.000970978538046323
"Pancreatic Cancer","LMCD1",-0.000970978538046323
"Pancreatic Cancer","MIR216A",-0.000970978538046323
"Pancreatic Cancer","MTBP",-0.000970978538046323
"Pancreatic Cancer","LIPE",-0.000970978538046323
"Pancreatic Cancer","MGAT4A",-0.000970978538046323
"Pancreatic Cancer","MGAT4B",-0.000970978538046323
"Pancreatic Cancer","ZHX3",-0.000970978538046323
"Pancreatic Cancer","SLC30A1",-0.000970978538046323
"Pancreatic Cancer","LRAT",-0.000970978538046323
"Pancreatic Cancer","ZG16",-0.000970978538046323
"Pancreatic Cancer","CDC14B",-0.000970978538046323
"Pancreatic Cancer","GPC5",-0.000970978538046323
"Pancreatic Cancer","CLEC4G",-0.000970978538046323
"Pancreatic Cancer","SCGB3A1",-0.000970978538046323
"Pancreatic Cancer","CAP2",-0.000970978538046323
"Pancreatic Cancer","GBA",-0.000970978538046323
"Pancreatic Cancer","TMEM176B",-0.000970978538046323
"Pancreatic Cancer","TMEM176A",-0.000970978538046323
"Pancreatic Cancer","POLE2",-0.000970978538046323
"Pancreatic Cancer","SEC23B",-0.000970978538046323
"Pancreatic Cancer","UBE3C",-0.000970978538046323
"Pancreatic Cancer","PCSK9",-0.000970978538046323
"Pancreatic Cancer","CCNY",-0.000970978538046323
"Pancreatic Cancer","TUBA8",-0.000970978538046323
"Pancreatic Cancer","NPC2",-0.000970978538046323
"Pancreatic Cancer","NDRG3",-0.000970978538046323
"Pancreatic Cancer","SCARB2",-0.000970978538046323
"Pancreatic Cancer","CCDC158",-0.000970978538046323
"Pancreatic Cancer","ART3",-0.000970978538046323
"Pancreatic Cancer","GRHPR",-0.000970978538046323
"Pancreatic Cancer","RNMTL1",-0.000970978538046323
"Pancreatic Cancer","FSTL3",-0.000970978538046323
"Pancreatic Cancer","BAMBI",-0.000970978538046323
"Pancreatic Cancer","ZAR1",-0.000970978538046323
"Pancreatic Cancer","CSRP2",-0.000970978538046323
"Pancreatic Cancer","NDUFS8",-0.000970978538046323
"Pancreatic Cancer","ADAMTS5",-0.000970978538046323
"Pancreatic Cancer","HHEX",-0.000970978538046323
"Pancreatic Cancer","GNS",-0.000970978538046323
"Pancreatic Cancer","GPR37",-0.000970978538046323
"Pancreatic Cancer","BNIP1",-0.000970978538046323
"Pancreatic Cancer","LAMC1",-0.000970978538046323
"Pancreatic Cancer","RPL39L",-0.000970978538046323
"Pancreatic Cancer","RAB27B",-0.000970978538046323
"Pancreatic Cancer","ERMP1",-0.000970978538046323
"Pancreatic Cancer","IL33",-0.000970978538046323
"Pancreatic Cancer","TLE2",-0.000970978538046323
"Pancreatic Cancer","PCAT1",-0.000970978538046323
"Pancreatic Cancer","THSD7A",-0.000970978538046323
"Pancreatic Cancer","TRIB1",-0.000970978538046323
"Pancreatic Cancer","MMS22L",-0.000970978538046323
"Pancreatic Cancer","C6orf120",-0.000970978538046323
"Pancreatic Cancer","FAM60A",-0.000970978538046323
"Pancreatic Cancer","GALNT7",-0.000970978538046323
"Pancreatic Cancer","DNAH9",-0.000970978538046323
"Pancreatic Cancer","NFX1",-0.000970978538046323
"Pancreatic Cancer","SNIP1",-0.000970978538046323
"Pancreatic Cancer","MPC1",-0.000970978538046323
"Pancreatic Cancer","SMARCAL1",-0.000970978538046323
"Pancreatic Cancer","ACTL6B",-0.000970978538046323
"Pancreatic Cancer","SRP54",-0.000970978538046323
"Pancreatic Cancer","BAZ1A",-0.000970978538046323
"Pancreatic Cancer","ZRANB3",-0.000970978538046323
"Pancreatic Cancer","ZFP82",-0.000970978538046323
"Pancreatic Cancer","NFIL3",-0.000970978538046323
"Pancreatic Cancer","COX6C",-0.000970978538046323
"Pancreatic Cancer","TIGIT",-0.000970978538046323
"Pancreatic Cancer","MIR98",-0.000970978538046323
"Pancreatic Cancer","SERBP1",-0.000970978538046323
"Pancreatic Cancer","PRKRIR",-0.000970978538046323
"Pancreatic Cancer","KAT8",-0.000970978538046323
"Pancreatic Cancer","ITK",-0.000970978538046323
"Pancreatic Cancer","OPA3",-0.000970978538046323
"Pancreatic Cancer","HMGN5",-0.000970978538046323
"Pancreatic Cancer","SLC9A2",-0.000970978538046323
"Pancreatic Cancer","CRCT1",-0.000970978538046323
"Pancreatic Cancer","GPR15",-0.000970978538046323
"Pancreatic Cancer","DPP6",-0.000970978538046323
"Pancreatic Cancer","CNKSR2",-0.000970978538046323
"Pancreatic Cancer","ZNF135",-0.000970978538046323
"Pancreatic Cancer","POLR1A",-0.000970978538046323
"Pancreatic Cancer","OBP2A",-0.000970978538046323
"Pancreatic Cancer","SLC27A5",-0.000970978538046323
"Pancreatic Cancer","DOK7",-0.000970978538046323
"Pancreatic Cancer","GPSM1",-0.000970978538046323
"Pancreatic Cancer","LINC01554",-0.000970978538046323
"Pancreatic Cancer","GABRA2",-0.000970978538046323
"Pancreatic Cancer","COL10A1",-0.000970978538046323
"Pancreatic Cancer","DYNLT3",-0.000970978538046323
"Pancreatic Cancer","MARCKSL1",-0.000970978538046323
"Pancreatic Cancer","FAM162A",-0.000970978538046323
"Pancreatic Cancer","SAGE1",-0.000970978538046323
"Pancreatic Cancer","PTGES2",-0.000970978538046323
"Pancreatic Cancer","PPIE",-0.000970978538046323
"Pancreatic Cancer","SURF1",-0.000970978538046323
"Pancreatic Cancer","RAB3A",-0.000970978538046323
"Pancreatic Cancer","FDFT1",-0.000970978538046323
"Pancreatic Cancer","FAIM",-0.000970978538046323
"Pancreatic Cancer","DGKG",-0.000970978538046323
"Pancreatic Cancer","EPHX2",-0.000970978538046323
"Pancreatic Cancer","NR1D1",-0.000970978538046323
"Pancreatic Cancer","TP73-AS1",-0.000970978538046323
"Pancreatic Cancer","MRPL21",-0.000970978538046323
"Pancreatic Cancer","MFSD5",-0.000970978538046323
"Pancreatic Cancer","CARD6",-0.000970978538046323
"Pancreatic Cancer","DOCK7",-0.000970978538046323
"Pancreatic Cancer","DMTF1",-0.000970978538046323
"Pancreatic Cancer","SESN3",-0.000970978538046323
"Pancreatic Cancer","NDUFB9",-0.000970978538046323
"Pancreatic Cancer","CCT5",-0.000970978538046323
"Pancreatic Cancer","STX6",-0.000970978538046323
"Pancreatic Cancer","RPS6KA5",-0.000970978538046323
"Pancreatic Cancer","PDS5A",-0.000970978538046323
"Pancreatic Cancer","BTG1",-0.000970978538046323
"Pancreatic Cancer","GRM3",-0.000970978538046323
"Pancreatic Cancer","COL4A4",-0.000970978538046323
"Pancreatic Cancer","NR5A1",-0.000970978538046323
"Pancreatic Cancer","MRAS",-0.000970978538046323
"Pancreatic Cancer","ZNF282",-0.000970978538046323
