#filename	date	concept	concept_num	SemanticType	category
27609628	2016-09-29	Diploid Cell	1	Cell	Material_OTC
27609628	2016-09-29	Knock-out	1	Experimental Model of Disease	Method_Activity
27609628	2016-09-29	Cardiomyopathies	1	Disease or Syndrome	Disease_pathologic
27609628	2016-09-29	Longitudinal Studies	1	Research Activity	Method_Activity
27609628	2016-09-29	Cardiovascular Diseases	2	Disease or Syndrome	Disease_pathologic
27609628	2016-09-29	Genomic DNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27609628	2016-09-29	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27609628	2016-09-29	field research	1	Research Activity	Method_Activity
27609628	2016-09-29	Germ Cells	1	Cell	Material_OTC
24123613	2014-02-04	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24123613	2014-02-04	SIX3 gene	2	Gene or Genome	Material_gene
24123613	2014-02-04	Dual	2	Animal	Material_species
24123613	2014-02-04	Xenopus (Silurana) tropicalis	1	Amphibian	Material_species
24123613	2014-02-04	Eye	2	Body Part, Organ, or Organ Component	Material_OTC
24123613	2014-02-04	Brain	2	Body Part, Organ, or Organ Component	Material_OTC
24123613	2014-02-04	TYR gene	1	Gene or Genome	Material_gene
24123613	2014-02-04	Xenopus laevis	1	Amphibian	Material_species
24123613	2014-02-04	Show	1	Animal	Material_species
24123613	2014-02-04	Amphibians	1	Amphibian	Material_species
24123613	2014-02-04	This (eukaryote)	1	Eukaryote	Material_species
27562951	2016-09-02	Show	1	Animal	Material_species
27562951	2016-09-02	Stem cells	1	Cell	Material_OTC
27562951	2016-09-02	delivery method	1	Therapeutic or Preventive Procedure	Method_Activity
27562951	2016-09-02	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27151215	2016-07-12	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27151215	2016-07-12	TYR gene	1	Gene or Genome	Material_gene
27151215	2016-07-12	Laboratory mice	6	Mammal	Material_species
27151215	2016-07-12	Clustered Regularly Interspaced Short Palindromic Repeats	6	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27013184	2016-03-25	Hoover technique	1	Therapeutic or Preventive Procedure	Method_Activity
27013184	2016-03-25	Analysis Method	1	Research Activity	Method_Activity
27013184	2016-03-25	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27604902	2016-09-24	Coculture Techniques	1	Laboratory Procedure	Method_procedure
27604902	2016-09-24	CYR61 gene	8	Gene or Genome	Material_gene
27604902	2016-09-24	Knock-out	1	Experimental Model of Disease	Method_Activity
27604902	2016-09-24	Pancreatic Stellate Cells	4	Cell	Material_OTC
27604902	2016-09-24	Chemotherapy Regimen	2	Therapeutic or Preventive Procedure	Method_Activity
27604902	2016-09-24	Pancreatic Ductal Adenocarcinoma	8	Neoplastic Process	Disease_pathologic
27604902	2016-09-24	Sensitized cell	1	Cell	Material_OTC
27604902	2016-09-24	TGIF1 gene	1	Gene or Genome	Material_gene
27604902	2016-09-24	Pancreatic ductal cell	1	Cell	Material_OTC
27604902	2016-09-24	Stroma	2	Body Part, Organ, or Organ Component	Material_OTC
27604902	2016-09-24	TGFBR1 gene	1	Gene or Genome	Material_gene
27604902	2016-09-24	Adenocarcinoma	1	Neoplastic Process	Disease_pathologic
27604902	2016-09-24	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24311363	2014-01-15	Diabetes	1	Disease or Syndrome	Disease_pathologic
24311363	2014-01-15	experimental method	1	Research Activity	Method_Activity
24311363	2014-01-15	Cellular	1	Laboratory Procedure	Method_procedure
24311363	2014-01-15	Alzheimer's Disease	1	Disease or Syndrome	Disease_pathologic
24311363	2014-01-15	Genome-Wide Association Study	1	Molecular Biology Research Technique	Method_Activity
24311363	2014-01-15	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25984354	2015-05-18	Diploid Cell	1	Cell	Material_OTC
25984354	2015-05-18	Germ Line	1	Cell	Material_OTC
25984354	2015-05-18	basic research	1	Research Activity	Method_Activity
25984354	2015-05-18	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26203860	2015-07-24	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26203860	2015-07-24	Diploid Cell	1	Cell	Material_OTC
26203860	2015-07-24	Pluripotent Stem Cells	1	Cell	Material_OTC
26203860	2015-07-24	Induced Pluripotent Stem Cells	2	Cell	Material_OTC
26203860	2015-07-24	Homo sapiens	1	Human	Material_species
26203860	2015-07-24	POU5F1 gene	1	Gene or Genome	Material_gene
26203860	2015-07-24	Substance Abuse Detection	1	Laboratory Procedure	Method_procedure
26203860	2015-07-24	MYC gene	1	Gene or Genome	Material_gene
26203860	2015-07-24	KLF4 gene	1	Gene or Genome	Material_gene
26203860	2015-07-24	SOX2 gene	1	Gene or Genome	Material_gene
26203860	2015-07-24	modeling	1	Research Activity	Method_Activity
26203860	2015-07-24	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25747007	2015-09-01	vinegar fly	1	Eukaryote	Material_species
25747007	2015-09-01	Drosophila melanogaster	1	Eukaryote	Material_species
25747007	2015-09-01	Drosophila <fruit fly, genus>	2	Eukaryote	Material_species
25747007	2015-09-01	This (eukaryote)	1	Eukaryote	Material_species
25747007	2015-09-01	Plague	2	Disease or Syndrome	Disease_pathologic
25747007	2015-09-01	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26041352	2015-06-04	LGALS4 gene	1	Gene or Genome	Material_gene
26041352	2015-06-04	Bombyx mori	1	Eukaryote	Material_species
26041352	2015-06-04	Abnormal degeneration	1	Pathologic Function	Disease_pathologic
26041352	2015-06-04	Pupa	2	Eukaryote	Material_species
26041352	2015-06-04	Silk gland	3	Body Part, Organ, or Organ Component	Material_OTC
26041352	2015-06-04	Insecta	1	Eukaryote	Material_species
26041352	2015-06-04	Insect pupa	1	Eukaryote	Material_species
26041352	2015-06-04	Medial degeneration	1	Pathologic Function	Disease_pathologic
26041352	2015-06-04	Show	2	Animal	Material_species
26041352	2015-06-04	Transition Mutation	1	Cell or Molecular Dysfunction	Disease_pathologic
26041352	2015-06-04	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27578458	2016-08-31	PML gene	1	Gene or Genome	Material_gene
27578458	2016-08-31	telomere	5	Cell Component	Material_OTC
27578458	2016-08-31	TERT wt Allele	1	Gene or Genome	Material_gene
27578458	2016-08-31	alpha-Thalassemia	1	Disease or Syndrome	Disease_pathologic
27578458	2016-08-31	Neoplasms	1	Neoplastic Process	Disease_pathologic
27578458	2016-08-31	DNA Damage	2	Cell or Molecular Dysfunction	Disease_pathologic
27578458	2016-08-31	Tumor cells, malignant	3	Cell	Material_OTC
27578458	2016-08-31	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED	2	Disease or Syndrome	Disease_pathologic
27578458	2016-08-31	Surgical lengthening - action	1	Therapeutic or Preventive Procedure	Method_Activity
27578458	2016-08-31	Extrachromosomal circular deoxyribonucleic acid	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27578458	2016-08-31	DAP gene	1	Gene or Genome	Material_gene
27578458	2016-08-31	Show	1	Animal	Material_species
27578458	2016-08-31	tumor growth	1	Neoplastic Process	Disease_pathologic
27578458	2016-08-31	DAXX gene	2	Gene or Genome	Material_gene
27578458	2016-08-31	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26865412	2016-05-31	IRF3 gene	1	Gene or Genome	Material_gene
26865412	2016-05-31	Teratogenesis	1	Pathologic Function	Disease_pathologic
26865412	2016-05-31	Mus	2	Mammal	Material_species
26865412	2016-05-31	TRIM69 gene	2	Gene or Genome	Material_gene
26865412	2016-05-31	CRBN gene	7	Gene or Genome	Material_gene
26865412	2016-05-31	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26044706	2016-01-13	RNA	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26044706	2016-01-13	Aluminum measurement	3	Laboratory Procedure	Method_procedure
26044706	2016-01-13	Oncogenic Viruses	1	Virus	Material_species
26044706	2016-01-13	mature animal	1	Animal	Material_species
26044706	2016-01-13	modeling	3	Research Activity	Method_Activity
26044706	2016-01-13	Clustered Regularly Interspaced Short Palindromic Repeats	7	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26686765	2016-01-11	MECP2 gene	1	Gene or Genome	Material_gene
26686765	2016-01-11	UTRN gene	1	Gene or Genome	Material_gene
26686765	2016-01-11	Gene Duplication Abnormality	2	Cell or Molecular Dysfunction	Disease_pathologic
26686765	2016-01-11	DMD gene	1	Gene or Genome	Material_gene
26686765	2016-01-11	Dominant-Negative Mutation	1	Cell or Molecular Dysfunction	Disease_pathologic
26686765	2016-01-11	Fibroblasts	1	Cell	Material_OTC
26686765	2016-01-11	Skeletal Myocytes	1	Cell	Material_OTC
26686765	2016-01-11	Muscular Dystrophy, Duchenne	1	Disease or Syndrome	Disease_pathologic
26686765	2016-01-11	Show	1	Animal	Material_species
26686765	2016-01-11	X Chromosome	1	Cell Component	Material_OTC
26686765	2016-01-11	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26657644	2016-05-14	Neurons	1	Cell	Material_OTC
26657644	2016-05-14	Alzheimer's disease treatment	1	Therapeutic or Preventive Procedure	Method_Activity
26657644	2016-05-14	Subgroup A Nepoviruses	1	Virus	Material_species
26657644	2016-05-14	Induced Pluripotent Stem Cells	3	Cell	Material_OTC
26657644	2016-05-14	Homo sapiens	3	Human	Material_species
26657644	2016-05-14	nervous system disorder	2	Disease or Syndrome	Disease_pathologic
26657644	2016-05-14	Stratification	1	Research Activity	Method_Activity
26657644	2016-05-14	Pluripotent Stem Cells	3	Cell	Material_OTC
26657644	2016-05-14	Genetic Marker Expression	1	Laboratory Procedure	Method_procedure
26657644	2016-05-14	Study models	1	Research Device	Method_device
26657644	2016-05-14	Alzheimer's Disease	6	Disease or Syndrome	Disease_pathologic
26657644	2016-05-14	neuron type	1	Cell	Material_OTC
26657644	2016-05-14	Stem Cell Research	1	Research Activity	Method_Activity
26657644	2016-05-14	Cell Culture System	1	Molecular Biology Research Technique	Method_Activity
26657644	2016-05-14	Drug screen (procedure)	1	Laboratory Procedure	Method_procedure
26657644	2016-05-14	Drug Discovery	1	Research Activity	Method_Activity
26657644	2016-05-14	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26506267	2016-03-18	RNA	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26506267	2016-03-18	Homo sapiens	1	Human	Material_species
26506267	2016-03-18	Mammalian Cell	1	Cell	Material_OTC
26506267	2016-03-18	Cellular	2	Laboratory Procedure	Method_procedure
26506267	2016-03-18	Laboratory Research	1	Research Activity	Method_Activity
26506267	2016-03-18	Show	3	Animal	Material_species
26506267	2016-03-18	Dependence	1	Mental or Behavioral Dysfunction	Disease_pathologic
26506267	2016-03-18	basic research	1	Research Activity	Method_Activity
26506267	2016-03-18	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26649820	2015-12-17	Interphase Cell	1	Cell	Material_OTC
26649820	2015-12-17	PALB2 gene	6	Gene or Genome	Material_gene
26649820	2015-12-17	DNA Damage	1	Cell or Molecular Dysfunction	Disease_pathologic
26649820	2015-12-17	KEAP1 gene	1	Gene or Genome	Material_gene
26649820	2015-12-17	Spur - plant part	1	Plant	Material_species
26649820	2015-12-17	USP11 gene	1	Gene or Genome	Material_gene
26649820	2015-12-17	RAD51 gene	1	Gene or Genome	Material_gene
26649820	2015-12-17	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26809780	2016-06-19	Host Cell	1	Cell Component	Material_OTC
26809780	2016-06-19	Behavior Control	1	Therapeutic or Preventive Procedure	Method_Activity
26809780	2016-06-19	basic research	1	Research Activity	Method_Activity
26809780	2016-06-19	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26725110	2016-01-09	HOXB@ gene cluster	5	Gene or Genome	Material_gene
26725110	2016-01-09	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26725110	2016-01-09	Pluripotent Stem Cells	1	Cell	Material_OTC
26725110	2016-01-09	HOXB2 gene	2	Gene or Genome	Material_gene
26725110	2016-01-09	HOXB Gene Family	2	Gene or Genome	Material_gene
26725110	2016-01-09	SETD1A gene	2	Gene or Genome	Material_gene
26725110	2016-01-09	Short Hairpin RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26725110	2016-01-09	Gene Deletion Abnormality	1	Cell or Molecular Dysfunction	Disease_pathologic
26725110	2016-01-09	KMT2A gene	1	Gene or Genome	Material_gene
26725110	2016-01-09	KDR gene	4	Gene or Genome	Material_gene
26725110	2016-01-09	Embryoid Bodies	1	Cell	Material_OTC
26725110	2016-01-09	Germ Layers	1	Tissue	Material_OTC
26725110	2016-01-09	MLL1 complex	1	Cell Component	Material_OTC
26725110	2016-01-09	Long Intergenic Non-Protein Coding RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26725110	2016-01-09	Chromatin Loop	1	Cell Component	Material_OTC
26725110	2016-01-09	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27441631	2016-07-22	Embryonic Stem Cells	3	Cell	Material_OTC
27441631	2016-07-22	Knock-in	1	Research Activity	Method_Activity
27441631	2016-07-22	Mus	4	Mammal	Material_species
27441631	2016-07-22	Brain Stem	1	Body Part, Organ, or Organ Component	Material_OTC
27441631	2016-07-22	Entire brainstem	1	Body Part, Organ, or Organ Component	Material_OTC
27441631	2016-07-22	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27441631	2016-07-22	Cloning Vectors	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27345434	2016-06-27	Single-Stranded RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27345434	2016-06-27	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26787518	2016-01-20	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24602153	2014-05-28	Show	1	Animal	Material_species
24602153	2014-05-28	Saccharomyces cerevisiae	1	Fungus	Material_species
24602153	2014-05-28	physiologic resolution	1	Pathologic Function	Disease_pathologic
24602153	2014-05-28	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26740581	2016-05-06	Staphylococcus aureus	1	Bacterium	Material_species
26740581	2016-05-06	Streptococcus pyogenes	3	Bacterium	Material_species
26740581	2016-05-06	Show	1	Animal	Material_species
26740581	2016-05-06	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27142995	2016-06-13	Legal advice	1	Therapeutic or Preventive Procedure	Method_Activity
26460902	2016-03-31	Bacteria	1	Bacterium	Material_species
26460902	2016-03-31	Transition Mutation	1	Cell or Molecular Dysfunction	Disease_pathologic
26460902	2016-03-31	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25595557	2015-01-27	basic research	1	Research Activity	Method_Activity
26383969	2016-01-01	Myocardium	2	Tissue	Material_OTC
26383969	2016-01-01	GPS1 gene	1	Gene or Genome	Material_gene
26383969	2016-01-01	cytotoxicity	1	Cell or Molecular Dysfunction	Disease_pathologic
26383969	2016-01-01	Restrictive cardiomyopathy	1	Disease or Syndrome	Disease_pathologic
26383969	2016-01-01	cullin-RING ubiquitin ligase complex	4	Cell Component	Material_OTC
26383969	2016-01-01	COPS8 gene	9	Gene or Genome	Material_gene
26383969	2016-01-01	Knock-out	1	Experimental Model of Disease	Method_Activity
26383969	2016-01-01	Mus	4	Mammal	Material_species
26383969	2016-01-01	Heart	5	Body Part, Organ, or Organ Component	Material_OTC
26383969	2016-01-01	CRYAB gene	6	Gene or Genome	Material_gene
26383969	2016-01-01	Myocytes, Cardiac	1	Cell	Material_OTC
26383969	2016-01-01	COP9 signalosome	5	Cell Component	Material_OTC
26383969	2016-01-01	Cytoplasmic matrix	2	Cell Component	Material_OTC
26383969	2016-01-01	Heart Diseases	1	Disease or Syndrome	Disease_pathologic
24875628	2014-07-18	Drosophila <fruit fly, genus>	2	Eukaryote	Material_species
24875628	2014-07-18	mutant	2	Cell or Molecular Dysfunction	Disease_pathologic
24875628	2014-07-18	SEMA6A wt Allele	1	Gene or Genome	Material_gene
24875628	2014-07-18	Germ Line	1	Cell	Material_OTC
27300134	2016-06-27	CARD18 gene	1	Gene or Genome	Material_gene
27300134	2016-06-27	human cell line	1	Cell	Material_OTC
27300134	2016-06-27	NLRP3 gene	2	Gene or Genome	Material_gene
27300134	2016-06-27	Complication	1	Pathologic Function	Disease_pathologic
27300134	2016-06-27	Pregnancy Complications	1	Disease or Syndrome	Disease_pathologic
27300134	2016-06-27	Free fatty acids measurement	1	Laboratory Procedure	Method_procedure
27300134	2016-06-27	Obesity	4	Disease or Syndrome	Disease_pathologic
27300134	2016-06-27	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27300134	2016-06-27	inflammatory response	5	Pathologic Function	Disease_pathologic
26754630	2016-01-12	Squamous Epithelial Cells	9	Cell	Material_OTC
26754630	2016-01-12	Squamous cell carcinoma of the head and neck	5	Neoplastic Process	Disease_pathologic
26754630	2016-01-12	Knock-out	4	Experimental Model of Disease	Method_Activity
26754630	2016-01-12	Secondary malignant neoplasm of lung	1	Neoplastic Process	Disease_pathologic
26754630	2016-01-12	Recurrence (disease attribute)	1	Pathologic Function	Disease_pathologic
26754630	2016-01-12	Cell Invasion	3	Pathologic Function	Disease_pathologic
26754630	2016-01-12	Anatomic Node	2	Body Part, Organ, or Organ Component	Material_OTC
26754630	2016-01-12	SEMA6A wt Allele	1	Gene or Genome	Material_gene
26754630	2016-01-12	Stage IV Squamous Cell Lung Carcinoma	1	Neoplastic Process	Disease_pathologic
26754630	2016-01-12	Head and Neck Carcinoma	9	Neoplastic Process	Disease_pathologic
26754630	2016-01-12	Microarray Analysis	1	Laboratory Procedure	Method_procedure
26754630	2016-01-12	DNA Microarray format	1	Molecular Biology Research Technique	Method_Activity
26754630	2016-01-12	Neoplasm Metastasis	1	Neoplastic Process	Disease_pathologic
26754630	2016-01-12	Mesenchymal Stem Cells	1	Cell	Material_OTC
26754630	2016-01-12	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26774482	2016-01-28	Knock-out	1	Experimental Model of Disease	Method_Activity
26774482	2016-01-28	Mice, Knockout	2	Mammal	Material_species
26774482	2016-01-28	Hypersomnia	1	Disease or Syndrome	Disease_pathologic
26774482	2016-01-28	Show	1	Animal	Material_species
26774482	2016-01-28	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26774482	2016-01-28	Short Sleeper Syndrome	1	Disease or Syndrome	Disease_pathologic
26774482	2016-01-28	This (eukaryote)	1	Eukaryote	Material_species
26941020	2016-04-28	cardiovascular disorder prevention	1	Therapeutic or Preventive Procedure	Method_Activity
26941020	2016-04-28	In vivo GENETIC	1	Therapeutic or Preventive Procedure	Method_Activity
26941020	2016-04-28	Diploid Cell	2	Cell	Material_OTC
26941020	2016-04-28	Mouse Liver	3	Tissue	Material_OTC
26941020	2016-04-28	Homo sapiens	5	Human	Material_species
26941020	2016-04-28	PCSK9 gene	5	Gene or Genome	Material_gene
26941020	2016-04-28	Mus	2	Mammal	Material_species
26941020	2016-04-28	Hepatocyte	3	Cell	Material_OTC
26941020	2016-04-28	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27498021	2016-08-13	Homo sapiens	1	Human	Material_species
27498021	2016-08-13	Mammalian Cell	1	Cell	Material_OTC
27498021	2016-08-13	Immune System Part	1	Body Part, Organ, or Organ Component	Material_OTC
27498021	2016-08-13	Clustered Regularly Interspaced Short Palindromic Repeats	6	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27029610	2016-06-21	Biologic Preservation	1	Laboratory Procedure	Method_procedure
27029610	2016-06-21	Middle finger structure	2	Body Part, Organ, or Organ Component	Material_OTC
27029610	2016-06-21	TRIM28 gene	1	Gene or Genome	Material_gene
27029610	2016-06-21	human cell line	1	Cell	Material_OTC
27029610	2016-06-21	DNA Damage	1	Cell or Molecular Dysfunction	Disease_pathologic
27029610	2016-06-21	SETDB1 gene	1	Gene or Genome	Material_gene
27029610	2016-06-21	Show	1	Animal	Material_species
27029610	2016-06-21	Recombinant DNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27029610	2016-06-21	Retrotransposons	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27029610	2016-06-21	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27029610	2016-06-21	ZNF274 gene	3	Gene or Genome	Material_gene
27029610	2016-06-21	SMARCA1 gene	1	Gene or Genome	Material_gene
27029610	2016-06-21	ChIP-Seq	1	Molecular Biology Research Technique	Method_Activity
26022608	2015-07-08	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27106872	2016-04-23	Somatic Cell Nuclear Transfer Technique	1	Research Activity	Method_Activity
27106872	2016-04-23	Crossmatching, Blood	1	Laboratory Procedure	Method_procedure
27106872	2016-04-23	Renal Tissue	1	Tissue	Material_OTC
27106872	2016-04-23	Staining method	2	Laboratory Procedure	Method_procedure
27106872	2016-04-23	Sus scrofa	6	Mammal	Material_species
27106872	2016-04-23	Homo sapiens	8	Human	Material_species
27106872	2016-04-23	Papio hamadryas	3	Mammal	Material_species
27106872	2016-04-23	Knock-out	1	Experimental Model of Disease	Method_Activity
27106872	2016-04-23	A3GALT2 gene	5	Gene or Genome	Material_gene
27106872	2016-04-23	Kidney panel	2	Laboratory Procedure	Method_procedure
27106872	2016-04-23	crossmatch	1	Laboratory Procedure	Method_procedure
27106872	2016-04-23	Xenograft procedure	2	Therapeutic or Preventive Procedure	Method_Activity
27106872	2016-04-23	cytotoxicity	3	Cell or Molecular Dysfunction	Disease_pathologic
27106872	2016-04-23	Liquid Chromatography	1	Laboratory Procedure	Method_procedure
27106872	2016-04-23	Papio	1	Mammal	Material_species
27106872	2016-04-23	Profile (lab procedure)	2	Laboratory Procedure	Method_procedure
27106872	2016-04-23	Family suidae	6	Mammal	Material_species
27106872	2016-04-23	Peripheral blood mononuclear cell (cell)	3	Cell	Material_OTC
27106872	2016-04-23	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27106872	2016-04-23	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
27106872	2016-04-23	Glycosyltransferase Gene	1	Gene or Genome	Material_gene
26126518	2015-07-01	Streptococcus pyogenes	3	Bacterium	Material_species
26126518	2015-07-01	Wild Type	2	Gene or Genome	Material_gene
26126518	2015-07-01	EPHA3 gene	1	Gene or Genome	Material_gene
26126518	2015-07-01	Hypokinesia	1	Sign or Symptom	Disease_Symptom
26126518	2015-07-01	HEK293 Cells	1	Cell	Material_OTC
26126518	2015-07-01	Transfection	1	Molecular Biology Research Technique	Method_Activity
26126518	2015-07-01	Cloning Vectors	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26126518	2015-07-01	Adeno-Associated Virus	1	Virus	Material_species
26126518	2015-07-01	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26404154	2015-09-25	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25929859	2015-09-08	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25929859	2015-09-08	Immunofluorescence assay	1	Laboratory Procedure	Method_procedure
25929859	2015-09-08	Endosomes	1	Cell Component	Material_OTC
25929859	2015-09-08	Membrane	1	Cell Component	Material_OTC
25929859	2015-09-08	Golgi Apparatus	1	Cell Component	Material_OTC
25929859	2015-09-08	TP53 wt Allele	1	Gene or Genome	Material_gene
25929859	2015-09-08	Plasma membrane	1	Cell Component	Material_OTC
25929859	2015-09-08	Show	1	Animal	Material_species
25929859	2015-09-08	Organelles	2	Cell Component	Material_OTC
25929859	2015-09-08	Autophagosome	2	Cell Component	Material_OTC
25929859	2015-09-08	Endoplasmic Reticulum	1	Cell Component	Material_OTC
25929859	2015-09-08	phagophore	1	Cell Component	Material_OTC
25929859	2015-09-08	Autolysosome	1	Cell Component	Material_OTC
25929859	2015-09-08	Cytoplasm	1	Cell Component	Material_OTC
25929859	2015-09-08	Lysosomes	2	Cell Component	Material_OTC
27159373	2016-06-10	Short Hairpin RNA	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27159373	2016-06-10	human cell line	1	Cell	Material_OTC
27159373	2016-06-10	Myeloid Leukemia, Chronic	1	Neoplastic Process	Disease_pathologic
27159373	2016-06-10	K-562	1	Cell	Material_OTC
27159373	2016-06-10	Show	1	Animal	Material_species
27159373	2016-06-10	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26837953	2016-05-13	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26837953	2016-05-13	Candidate Gene Analysis	1	Molecular Biology Research Technique	Method_Activity
26837953	2016-05-13	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
26837953	2016-05-13	Knock-out	1	Experimental Model of Disease	Method_Activity
26837953	2016-05-13	CRY2 gene	1	Gene or Genome	Material_gene
26837953	2016-05-13	CLOCK gene	3	Gene or Genome	Material_gene
26837953	2016-05-13	Insecta	1	Eukaryote	Material_species
26837953	2016-05-13	Danaus plexippus	1	Eukaryote	Material_species
26837953	2016-05-13	Butterflies	2	Eukaryote	Material_species
26837953	2016-05-13	CLK1 gene	1	Gene or Genome	Material_gene
26837953	2016-05-13	Biological Models	1	Research Device	Method_device
26837953	2016-05-13	Show	1	Animal	Material_species
26837953	2016-05-13	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27129942	2016-05-22	Malignant neoplasm of breast	5	Neoplastic Process	Disease_pathologic
27129942	2016-05-22	Colorimetric Cell Viability Assay	1	Research Activity	Method_Activity
27129942	2016-05-22	Immunohistochemical	1	Laboratory Procedure	Method_procedure
27129942	2016-05-22	Knock-out	3	Experimental Model of Disease	Method_Activity
27129942	2016-05-22	SCID-Repopulating Cell	1	Cell	Material_OTC
